Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,45.439999,45.810001,45.240002,45.790001,45.790001,844200
2018-01-03,45.930000,46.360001,45.900002,46.299999,46.299999,612500
2018-01-04,46.810001,47.259998,46.799999,47.250000,47.250000,770600
2018-01-05,48.180000,48.790001,48.169998,48.700001,48.700001,1356100
2018-01-08,48.799999,49.009998,48.730000,49.000000,49.000000,618900
2018-01-09,49.779999,49.799999,49.419998,49.549999,49.549999,1057300
2018-01-10,49.740002,49.970001,49.470001,49.779999,49.779999,1051300
2018-01-11,49.880001,50.320000,49.820000,50.279999,50.279999,860300
2018-01-12,49.959999,50.820000,49.730000,50.029999,50.029999,1043400
2018-01-16,49.799999,50.410000,48.799999,48.950001,48.950001,1388400
2018-01-17,49.439999,49.970001,49.160000,49.820000,49.820000,784500
2018-01-18,49.349998,49.349998,49.020000,49.169998,49.169998,570600
2018-01-19,49.880001,50.020000,49.730000,49.889999,49.889999,522100
2018-01-22,50.150002,50.810001,50.099998,50.799999,50.799999,800100
2018-01-23,51.570000,51.939999,49.889999,50.419998,50.419998,2431800
2018-01-24,49.900002,49.900002,48.930000,49.150002,49.150002,1742500
2018-01-25,48.500000,49.119999,48.189999,48.400002,48.400002,1217600
2018-01-26,48.770000,49.500000,48.730000,49.480000,49.480000,1112900
2018-01-29,48.599998,48.619999,47.560001,47.869999,47.869999,3080600
2018-01-30,47.540001,47.759998,46.970001,47.349998,47.349998,910800
2018-01-31,47.930000,48.130001,47.740002,47.939999,47.939999,852100
2018-02-01,48.580002,49.639999,48.490002,49.150002,49.150002,1810100
2018-02-02,53.000000,53.910000,51.570000,51.990002,51.990002,3954200
2018-02-05,50.680000,50.689999,48.310001,49.000000,49.000000,2596400
2018-02-06,49.009998,51.180000,48.799999,50.770000,50.770000,2667400
2018-02-07,50.500000,50.950001,49.930000,50.119999,50.119999,1131700
2018-02-08,48.570000,48.759998,46.959999,46.959999,46.959999,2578100
2018-02-09,47.450001,47.779999,45.330002,47.049999,47.049999,2103600
2018-02-12,47.720001,48.490002,47.270000,48.270000,48.270000,1212700
2018-02-13,47.080002,47.340000,46.799999,47.220001,47.220001,1309200
2018-02-14,47.150002,48.689999,47.119999,48.590000,48.590000,1343400
2018-02-15,48.930000,48.930000,48.029999,48.810001,48.810001,623600
2018-02-16,49.299999,49.740002,49.230000,49.549999,49.549999,882400
2018-02-20,49.400002,49.889999,49.299999,49.410000,49.410000,698600
2018-02-21,50.049999,50.540001,49.490002,49.500000,49.500000,918200
2018-02-22,50.000000,50.250000,49.669998,49.849998,49.849998,885700
2018-02-23,50.160000,50.270000,49.619999,50.230000,50.230000,1437700
2018-02-26,50.689999,50.990002,50.529999,50.919998,50.919998,877900
2018-02-27,50.799999,50.919998,50.220001,50.270000,50.270000,859400
2018-02-28,50.830002,51.000000,50.439999,50.459999,50.459999,863500
2018-03-01,49.799999,49.939999,48.320000,48.720001,48.720001,1187500
2018-03-02,48.660000,49.730000,48.439999,49.680000,49.680000,843200
2018-03-05,49.349998,50.720001,49.349998,50.529999,50.529999,1108300
2018-03-06,50.169998,50.490002,50.049999,50.160000,50.160000,1084200
2018-03-07,50.299999,51.090000,50.250000,50.889999,50.889999,1230900
2018-03-08,51.169998,51.400002,51.040001,51.279999,51.279999,801500
2018-03-09,51.169998,51.439999,50.860001,51.400002,51.400002,1289100
2018-03-12,50.020000,50.389999,49.919998,50.009998,50.009998,1385300
2018-03-13,50.340000,50.610001,49.950001,50.070000,50.070000,1257800
2018-03-14,50.959999,51.139999,50.730000,50.950001,50.950001,927500
2018-03-15,51.310001,51.590000,51.119999,51.340000,51.340000,536900
2018-03-16,50.750000,50.779999,50.349998,50.639999,50.639999,964000
2018-03-19,48.639999,48.669998,47.709999,48.340000,48.340000,1839100
2018-03-20,48.480000,48.889999,48.389999,48.830002,48.830002,947900
2018-03-21,48.759998,49.189999,48.630001,48.689999,48.689999,623900
2018-03-22,48.560001,48.869999,48.000000,48.130001,48.130001,1581600
2018-03-23,48.810001,48.889999,47.849998,47.889999,47.889999,915800
2018-03-26,48.480000,48.680000,47.930000,48.669998,48.669998,931400
2018-03-27,49.200001,49.230000,47.549999,47.869999,47.869999,1473100
2018-03-28,48.630001,48.930000,47.860001,48.080002,48.080002,2809900
2018-03-29,48.200001,48.590000,47.669998,48.340000,48.340000,2136900
2018-04-02,48.419998,48.549999,47.709999,47.990002,47.990002,2178400
2018-04-03,48.500000,48.930000,48.080002,48.840000,48.840000,1907000
2018-04-04,47.860001,49.029999,47.759998,48.970001,48.970001,907200
2018-04-05,49.049999,49.310001,48.919998,49.150002,49.150002,882500
2018-04-06,48.770000,49.099998,48.230000,48.439999,48.439999,892600
2018-04-09,48.919998,49.119999,48.570000,48.570000,48.570000,611100
2018-04-10,49.730000,49.869999,49.439999,49.750000,49.750000,1050300
2018-04-11,49.380001,49.810001,49.110001,49.349998,49.349998,549800
2018-04-12,48.959999,49.290001,48.799999,49.139999,49.139999,779100
2018-04-13,49.119999,49.139999,48.610001,48.889999,48.889999,699900
2018-04-16,49.459999,49.590000,49.130001,49.349998,49.349998,682000
2018-04-17,49.770000,50.000000,49.549999,49.770000,49.770000,1026200
2018-04-18,50.299999,50.610001,50.259998,50.459999,50.459999,1970000
2018-04-19,49.880001,49.900002,49.259998,49.730000,49.730000,1921200
2018-04-20,50.000000,50.000000,49.540001,49.759998,49.759998,1341700
2018-04-23,49.770000,49.770000,49.330002,49.410000,49.410000,929700
2018-04-24,49.980000,50.000000,49.130001,49.389999,49.389999,1256900
2018-04-25,49.630001,49.700001,49.220001,49.580002,49.580002,802200
2018-04-26,49.990002,50.470001,49.799999,50.180000,50.180000,1127400
2018-04-27,47.340000,47.349998,44.529999,45.500000,45.500000,6676300
2018-04-30,45.740002,46.049999,45.459999,45.830002,45.830002,1113200
2018-05-01,46.000000,46.389999,45.630001,46.349998,46.349998,1987800
2018-05-02,46.459999,46.779999,46.270000,46.660000,46.660000,1370900
2018-05-03,46.700001,47.189999,46.470001,47.099998,47.099998,1467900
2018-05-04,46.759998,47.669998,46.650002,47.570000,47.570000,1041300
2018-05-07,47.419998,47.720001,47.200001,47.439999,47.439999,1213800
2018-05-08,47.400002,47.500000,47.220001,47.389999,47.389999,918500
2018-05-09,47.220001,47.660000,47.080002,47.310001,47.310001,1107200
2018-05-10,46.599998,47.000000,46.529999,46.880001,46.880001,838000
2018-05-11,47.220001,48.209999,47.200001,48.080002,48.080002,1648100
2018-05-14,48.200001,48.430000,48.029999,48.340000,48.340000,842300
2018-05-15,48.200001,48.430000,47.200001,47.509998,47.509998,908100
2018-05-16,47.830002,47.970001,47.610001,47.820000,47.820000,626500
2018-05-17,48.779999,48.980000,48.540001,48.799999,48.799999,1145100
2018-05-18,48.580002,48.740002,48.250000,48.599998,48.599998,655100
2018-05-21,48.650002,48.680000,48.290001,48.389999,48.389999,624100
2018-05-22,47.889999,47.889999,47.020000,47.060001,47.060001,1047300
2018-05-23,46.459999,46.470001,46.000000,46.470001,46.470001,1070100
2018-05-24,46.650002,46.650002,46.110001,46.459999,46.459999,806100
2018-05-25,46.270000,46.639999,46.250000,46.400002,46.400002,762100
2018-05-29,46.880001,46.950001,46.320000,46.599998,46.599998,1129500
2018-05-30,47.060001,47.290001,47.020000,47.209999,47.209999,747100
2018-05-31,47.250000,47.299999,46.860001,47.090000,47.090000,708900
2018-06-01,47.349998,47.779999,47.349998,47.669998,47.669998,439500
2018-06-04,48.360001,49.150002,48.310001,49.080002,49.080002,1359100
2018-06-05,49.180000,49.389999,48.919998,49.310001,49.310001,994400
2018-06-06,50.020000,50.259998,49.919998,50.180000,50.180000,2584000
2018-06-07,50.040001,50.139999,49.709999,49.880001,49.880001,688800
2018-06-08,49.650002,50.000000,49.419998,49.959999,49.959999,582500
2018-06-11,50.240002,50.669998,50.189999,50.500000,50.500000,597000
2018-06-12,49.759998,50.150002,49.680000,49.849998,49.849998,528900
2018-06-13,49.820000,50.169998,49.529999,49.820000,49.820000,835300
2018-06-14,49.400002,49.439999,49.119999,49.130001,49.130001,731300
2018-06-15,48.959999,49.250000,48.959999,49.119999,49.119999,520000
2018-06-18,48.500000,48.500000,48.020000,48.369999,48.369999,777900
2018-06-19,48.009998,48.259998,47.540001,48.240002,48.240002,712100
2018-06-20,48.980000,49.900002,48.770000,49.560001,49.560001,1281000
2018-06-21,49.599998,49.669998,48.889999,49.220001,49.220001,761300
2018-06-22,49.900002,50.680000,49.799999,50.369999,50.369999,1174800
2018-06-25,49.970001,50.000000,49.220001,49.529999,49.529999,646500
2018-06-26,49.959999,50.320000,49.700001,50.000000,50.000000,637900
2018-06-27,50.560001,51.450001,50.290001,50.290001,50.290001,1298400
2018-06-28,51.430000,51.840000,51.200001,51.700001,51.700001,1284500
2018-06-29,51.369999,51.610001,51.200001,51.259998,51.259998,1047500
2018-07-02,50.400002,50.959999,50.279999,50.939999,50.939999,480000
2018-07-03,51.000000,51.360001,50.919998,50.970001,50.970001,581100
2018-07-05,48.709999,49.349998,48.509998,49.060001,49.060001,1709800
2018-07-06,49.250000,49.590000,49.180000,49.580002,49.580002,447600
2018-07-09,51.419998,51.639999,51.080002,51.610001,51.610001,852300
2018-07-10,51.279999,51.770000,51.270000,51.680000,51.680000,489600
2018-07-11,51.669998,52.250000,51.630001,51.959999,51.959999,1036100
2018-07-12,52.029999,52.400002,51.990002,52.209999,52.209999,1011400
2018-07-13,53.049999,53.490002,52.959999,53.310001,53.310001,867800
2018-07-16,53.349998,53.490002,53.200001,53.270000,53.270000,446900
2018-07-17,53.279999,54.029999,53.259998,53.630001,53.630001,804100
2018-07-18,53.180000,53.180000,52.759998,53.070000,53.070000,630300
2018-07-19,52.730000,52.880001,52.500000,52.630001,52.630001,590400
2018-07-20,52.790001,53.380001,52.650002,52.950001,52.950001,944200
2018-07-23,53.049999,53.400002,53.020000,53.150002,53.150002,458500
2018-07-24,52.790001,53.090000,52.450001,52.669998,52.669998,918800
2018-07-25,53.290001,53.740002,53.110001,53.660000,53.660000,682100
2018-07-26,53.580002,53.820000,53.490002,53.660000,53.660000,506500
2018-07-27,53.720001,53.840000,53.290001,53.400002,53.400002,653200
2018-07-30,53.230000,53.230000,52.180000,52.340000,52.340000,1068400
2018-07-31,54.619999,55.500000,53.509998,54.020000,54.020000,1683100
2018-08-01,54.830002,55.119999,54.650002,55.000000,55.000000,1252400
2018-08-02,54.540001,55.500000,54.509998,55.279999,55.279999,1052300
2018-08-03,54.919998,55.209999,54.740002,54.959999,54.959999,923000
2018-08-06,54.770000,54.799999,54.240002,54.459999,54.459999,611500
2018-08-07,55.299999,55.820000,55.169998,55.549999,55.549999,886100
2018-08-08,54.939999,55.009998,54.660000,54.790001,54.790001,775700
2018-08-09,55.430000,55.580002,55.150002,55.389999,55.389999,614900
2018-08-10,54.450001,54.810001,54.439999,54.650002,54.650002,1220400
2018-08-13,54.040001,54.580002,53.970001,54.169998,54.169998,1009400
2018-08-14,54.360001,54.360001,54.049999,54.279999,54.279999,737100
2018-08-15,53.720001,53.849998,53.080002,53.709999,53.709999,1161900
2018-08-16,53.860001,54.189999,53.740002,53.840000,53.840000,1480400
2018-08-17,54.130001,54.980000,54.009998,54.869999,54.869999,1273100
2018-08-20,54.560001,54.810001,54.279999,54.590000,54.590000,570400
2018-08-21,54.500000,54.770000,54.349998,54.419998,54.419998,463600
2018-08-22,54.330002,54.709999,54.290001,54.619999,54.619999,637500
2018-08-23,54.230000,54.619999,54.130001,54.410000,54.410000,1752100
2018-08-24,54.639999,54.779999,54.419998,54.540001,54.540001,699500
2018-08-27,55.480000,56.220001,55.419998,56.020000,56.020000,905200
2018-08-28,55.869999,56.070000,55.110001,55.770000,55.770000,1561300
2018-08-29,56.450001,57.200001,56.250000,57.070000,57.070000,1093200
2018-08-30,56.779999,57.029999,56.410000,56.680000,56.680000,712600
2018-08-31,56.849998,57.220001,56.630001,56.830002,56.830002,493100
2018-09-04,56.400002,56.430000,55.689999,56.180000,56.180000,599600
2018-09-05,56.000000,56.009998,55.189999,55.500000,55.500000,743300
2018-09-06,56.570000,56.599998,55.959999,56.360001,56.360001,1148600
2018-09-07,56.119999,56.740002,56.000000,56.529999,56.529999,873100
2018-09-10,56.820000,56.880001,56.560001,56.680000,56.680000,1071600
2018-09-11,56.480000,56.880001,56.480000,56.849998,56.849998,661400
2018-09-12,56.990002,57.509998,56.869999,57.470001,57.470001,608200
2018-09-13,57.720001,58.099998,57.619999,57.759998,57.759998,625500
2018-09-14,59.380001,59.509998,59.130001,59.439999,59.439999,1254200
2018-09-17,59.689999,59.900002,59.240002,59.290001,59.290001,738400
2018-09-18,59.650002,59.939999,59.490002,59.830002,59.830002,1143900
2018-09-19,59.619999,59.740002,58.910000,59.000000,59.000000,1105900
2018-09-20,58.950001,59.150002,58.779999,59.099998,59.099998,678300
2018-09-21,57.400002,58.040001,56.639999,57.000000,57.000000,3685600
2018-09-24,56.939999,57.119999,56.650002,56.849998,56.849998,1276700
2018-09-25,58.700001,58.799999,58.320000,58.529999,58.529999,1154700
2018-09-26,59.709999,59.799999,59.310001,59.450001,59.450001,1068800
2018-09-27,59.389999,59.799999,59.189999,59.529999,59.529999,608600
2018-09-28,61.000000,61.000000,60.470001,60.650002,60.650002,1584600
2018-10-01,60.810001,61.020000,60.529999,60.580002,60.580002,632300
2018-10-02,60.099998,60.169998,59.709999,59.820000,59.820000,727200
2018-10-03,58.650002,58.669998,58.259998,58.320000,58.320000,979300
2018-10-04,58.150002,58.169998,56.700001,57.070000,57.070000,1836000
2018-10-05,57.750000,57.910000,56.790001,57.230000,57.230000,775400
2018-10-08,56.900002,57.330002,56.450001,57.070000,57.070000,937700
2018-10-09,57.810001,58.230000,57.779999,57.970001,57.970001,1069700
2018-10-10,57.860001,57.889999,56.040001,56.099998,56.099998,1611400
2018-10-11,55.990002,56.619999,55.200001,55.520000,55.520000,1296800
2018-10-12,55.740002,56.169998,54.889999,55.509998,55.509998,1411800
2018-10-15,55.560001,56.630001,55.419998,56.250000,56.250000,1403300
2018-10-16,56.900002,57.529999,56.790001,57.500000,57.500000,1339500
2018-10-17,57.889999,58.119999,57.410000,57.900002,57.900002,1160300
2018-10-18,57.200001,57.200001,55.610001,56.029999,56.029999,1755400
2018-10-19,56.480000,56.669998,55.650002,55.669998,55.669998,769200
2018-10-22,56.000000,56.139999,55.470001,55.779999,55.779999,503000
2018-10-23,54.500000,55.250000,53.349998,55.070000,55.070000,1461800
2018-10-24,55.000000,55.009998,53.070000,53.080002,53.080002,1589900
2018-10-25,52.990002,53.869999,52.639999,53.480000,53.480000,1818600
2018-10-26,52.029999,52.750000,51.740002,52.410000,52.410000,2727300
2018-10-29,52.660000,52.970001,50.310001,51.000000,51.000000,2568700
2018-10-30,54.000000,54.889999,53.000000,53.430000,53.430000,2709200
2018-10-31,54.279999,54.480000,53.700001,54.130001,54.130001,1766900
2018-11-01,55.490002,55.689999,54.900002,55.660000,55.660000,1538300
2018-11-02,54.709999,54.910000,53.279999,53.660000,53.660000,1563400
2018-11-05,53.740002,53.740002,53.169998,53.320000,53.320000,958900
